Date;High price;Low price;Closing price;Turnover
2014-01-23;1354.84;1337.52;1339.8;12425367645
2014-01-24;1344.69;1318.48;1318.53;11869296961
2014-01-27;1318.85;1307.83;1317.24;12635276575
2014-01-28;1321.3;1309.22;1318.41;15543028007
2014-01-29;1327.25;1295.61;1310.13;19574004379
2014-01-30;1311.12;1297.52;1302.83;14442133792
2014-01-31;1306.29;1292.04;1304.45;14756954490
2014-02-03;1312.32;1285.21;1285.91;11608885345
2014-02-04;1283.9;1275.77;1280.99;10337736984
2014-02-05;1295.81;1283.96;1292.46;13979446750
2014-02-06;1313.83;1298.03;1308.14;16309943572
2014-02-07;1315.41;1308.33;1313.2;12737487559
2014-02-10;1319.41;1313.42;1318.65;8435666189
2014-02-11;1335.12;1322.52;1335.12;9255368095
2014-02-12;1341.14;1330;1330.02;10968020884
2014-02-13;1330.41;1318.38;1330.38;9129688918
2014-02-14;1337.14;1328.72;1335.89;7967654756
2014-02-17;1345.58;1338.79;1342.2;5984873039
2014-02-18;1343.36;1325.82;1329.04;10377243399
2014-02-19;1338;1324.63;1338;9704560236
2014-02-20;1341.87;1325.01;1341.85;9723352723
2014-02-21;1350.17;1343.29;1349.12;10938922190
2014-02-24;1370.11;1351.33;1370.11;15392614078
2014-02-25;1372.51;1363.04;1371.94;12083989837
2014-02-26;1373.68;1368.2;1373.36;7903627135
2014-02-27;1373.66;1359.12;1368.83;8930326825
2014-02-28;1371.3;1363.49;1369.13;9157064124
2014-03-03;1349.53;1334.09;1335.56;14104721639
2014-03-04;1363.51;1343.66;1363.44;11798170737
2014-03-05;1368.14;1361.99;1364.92;12080354474
2014-03-06;1376.45;1370.5;1374.32;10862947534
2014-03-07;1376.32;1356.6;1358.36;12048597118
2014-03-10;1367.19;1354.35;1359.93;8616797944
2014-03-11;1365.53;1353.24;1359.18;10351616592
2014-03-12;1355.22;1342.68;1346.36;9741442494
2014-03-13;1351.25;1336.7;1337.23;8903625414
2014-03-14;1329.95;1317.92;1326.82;11585574229
2014-03-17;1350.48;1327.24;1349.39;8973894083
2014-03-18;1362.08;1344.04;1359.07;11717140583
2014-03-19;1362.94;1356.63;1360.48;11382312764
2014-03-20;1352.47;1342.71;1352.47;11251946835
2014-03-21;1354.89;1345.78;1351.43;15062084189
2014-03-24;1353.66;1335.5;1335.5;11653942712
2014-03-25;1350.77;1337.82;1350.67;11267210490
2014-03-26;1359.28;1349.46;1351.48;11401428145
2014-03-27;1344.29;1337.36;1341.69;12690282301
2014-03-28;1350.26;1342.77;1346.48;10152169379
2014-03-31;1365.03;1349.82;1364.97;11647888010
2014-04-01;1377.38;1367.45;1375.01;9947572788
2014-04-02;1382.13;1374.18;1377.5;8426893629
2014-04-03;1375.17;1368.35;1368.88;10701195387
2014-04-04;1376.48;1366.41;1369.69;9967205443
2014-04-07;1363.73;1356.65;1357.31;9350772669
2014-04-08;1363.52;1352.17;1361.53;10448453753
2014-04-09;1371.65;1364.4;1366.53;9927707844
2014-04-10;1373.32;1354.99;1354.99;9939791657
2014-04-11;1348.43;1330.71;1344.12;13629102523
2014-04-14;1349.97;1332.12;1348.22;10114748234
2014-04-15;1351.73;1328.82;1329.28;9961094601
2014-04-16;1342.55;1336.64;1342.55;8267509593
2014-04-17;1345.75;1338.93;1341.56;4173950602
2014-04-22;1369.45;1354.54;1369.45;10633907387
2014-04-23;1364.35;1352.47;1353.06;11862880263
2014-04-24;1369.38;1351.06;1365.27;14521549746
2014-04-25;1368.33;1357.73;1360.35;11686725827
2014-04-28;1368.39;1353.48;1357.56;12525885598
2014-04-29;1371.71;1358.41;1371.65;15353375995
2014-04-30;1367.8;1362.9;1364.39;7389038607
2014-05-02;1369.31;1357.92;1360.19;12010913912
2014-05-05;1362.61;1346.31;1358.59;8324668493
2014-05-06;1364.6;1350.74;1352.98;10690794670
2014-05-07;1352.79;1341.83;1343.13;11705395189
2014-05-08;1359.13;1345.41;1359.13;10151844363
2014-05-09;1358.77;1351.23;1354.34;8642070196
2014-05-12;1364.81;1357.48;1364.78;10092960966
2014-05-13;1373.62;1367.65;1373.62;10385090820
2014-05-14;1375.93;1369.45;1375.93;8059876032
2014-05-15;1386.5;1376.5;1385.84;15629653826
2014-05-16;1384.18;1377.4;1382.14;10623134438
2014-05-19;1382.42;1372.34;1379.92;13814352970
2014-05-20;1384.37;1380.01;1381.27;11108679398
2014-05-21;1389.05;1374.66;1385.86;10477330817
2014-05-22;1391;1384.11;1388.52;9119636256
2014-05-23;1392.3;1382.54;1392.28;7878505122
2014-05-26;1397.47;1393.57;1394.15;6220974481
2014-05-27;1399.34;1389.03;1395.39;8125100962
2014-05-28;1397.72;1389.74;1392.85;4059934201
2014-05-30;1404.63;1393.16;1402.08;10609673854
2014-06-02;1406.26;1397.9;1399.4;9366225338
2014-06-03;1398.86;1392.19;1395.77;7192317681
2014-06-04;1397.9;1391.84;1397.47;6735786069
2014-06-05;1401.23;1391.2;1391.2;11029263613
2014-06-09;1406.44;1400.96;1406.44;8887551371
2014-06-10;1406.74;1401.5;1406.22;8664050384
2014-06-11;1410.09;1398.28;1400.35;8959526786
2014-06-12;1402.66;1395.49;1397.67;7830256085
2014-06-13;1397.39;1383.29;1390.15;8473601446
2014-06-16;1392.16;1380.28;1382.98;9202363105
2014-06-17;1390.09;1380.17;1384.27;7418393276
2014-06-18;1389.61;1378.42;1378.42;9422118143
2014-06-19;1391.52;1383.23;1386.04;9318929949
2014-06-23;1399.17;1381.23;1396.08;8635363372
2014-06-24;1400.56;1393;1400.37;9204094464
2014-06-25;1393.82;1375.26;1380.5;9297476481
2014-06-26;1383.16;1369.65;1372.38;7274397208
2014-06-27;1379.02;1372.7;1379.02;6849247805
2014-06-30;1384.13;1375.04;1376.81;7382467902
2014-07-01;1384.36;1372.88;1384.36;7657542771
2014-07-02;1390.02;1384.71;1388.11;6951765960
2014-07-03;1409.44;1390.01;1409.44;11132091805
2014-07-04;1409.17;1399.94;1399.94;6454355733
2014-07-07;1404.68;1396.35;1397.11;6169924016
2014-07-08;1399.88;1381.59;1381.59;7184750102
2014-07-09;1385.43;1376.68;1379.77;6285312829
2014-07-10;1379.09;1355.55;1357.82;9124128161
2014-07-11;1366.53;1356.24;1362.35;7240627384
2014-07-14;1383.04;1367.96;1382.55;6947287331
2014-07-15;1386.03;1368.83;1372.25;8317591331
2014-07-16;1393.12;1374.86;1393.12;9128025796
2014-07-17;1390.88;1376.36;1376.36;11393612032
2014-07-18;1388.82;1373.45;1387.37;14842635111
2014-07-21;1389.92;1378.64;1383.53;8452158725
2014-07-22;1399.09;1389.98;1399.09;7951341798
2014-07-23;1401.91;1395.34;1398.13;7575443374
2014-07-24;1407.55;1397.04;1405.7;7560161347
2014-07-25;1408.57;1401;1404.12;5997557462
2014-07-28;1408.2;1395.23;1400.87;5188109015
2014-07-29;1404.72;1397.18;1397.89;5032878779
2014-07-30;1402.96;1395.86;1398.23;5803882852
2014-07-31;1400.36;1377.29;1379.87;8252777627
2014-08-01;1383.55;1360.53;1361.44;8270819176
2014-08-04;1371.54;1360.14;1361.03;6129235711
2014-08-05;1368.29;1360.47;1366.13;6272728986
2014-08-06;1358.48;1342.19;1344.3;9758437909
2014-08-07;1349.7;1334.06;1334.4;7857918805
2014-08-08;1333.85;1320.99;1331.56;8538086287
2014-08-11;1358.16;1339.83;1357.36;8172141686
2014-08-12;1356.5;1346.93;1349.96;7858729222
2014-08-13;1361.82;1354.81;1361.82;7915946321
2014-08-14;1357.64;1350.04;1353.94;6724439370
2014-08-15;1368.51;1352.98;1352.98;8584667200
2014-08-18;1369.32;1362.32;1369.32;6121855647
2014-08-19;1376.61;1369.6;1376.61;6750807371
2014-08-20;1381.02;1367.87;1373.5;6923575045
2014-08-21;1385.18;1373.38;1385.03;8321437031
2014-08-22;1388.07;1378.17;1382.72;6401152720
2014-08-25;1394.69;1385.56;1394.69;5878598034
2014-08-26;1397.54;1388.73;1397.54;6898188979
2014-08-27;1398.48;1392.81;1397.41;6803073704
2014-08-28;1394.83;1380.59;1383.03;8955783414
2014-08-29;1388.99;1382.1;1388.89;8309239749
2014-09-01;1393.59;1382.47;1386.97;6428018904
2014-09-02;1391.94;1384.69;1387.94;7539048881
2014-09-03;1402.18;1391.88;1398.48;9601145983
2014-09-04;1402.34;1392.2;1397.99;10135398908
2014-09-05;1398.05;1384.86;1388.39;9618891572
2014-09-08;1392.73;1383.35;1392.73;8833044889
2014-09-09;1391.31;1382.56;1382.78;8882794282
2014-09-10;1388.31;1376.18;1387.38;8849762456
2014-09-11;1394.05;1378.44;1382.85;9486212861
2014-09-12;1389.6;1383.12;1388.59;7781717903
2014-09-15;1396.87;1380.22;1393.22;8235261947
2014-09-16;1395.29;1384.55;1395.29;8575620405
2014-09-17;1409.12;1399.29;1407.04;8615436365
2014-09-18;1416.8;1406.84;1416.79;10588779877
2014-09-19;1424.22;1418.23;1421.48;11654194301
2014-09-22;1423.6;1412.79;1418.29;8874863159
2014-09-23;1417.48;1405.32;1405.32;12799787768
2014-09-24;1411.23;1399.4;1411.23;11918910964
2014-09-25;1413.88;1391.01;1393.09;11991921398
2014-09-26;1400.31;1387.31;1396.2;9194857487
2014-09-29;1400.11;1384.09;1392.39;7409696359
2014-09-30;1403.22;1390.89;1403;11014117081
2014-10-01;1399.8;1381.59;1381.59;10981701752
2014-10-02;1382.22;1353.93;1353.93;11490184558
2014-10-03;1371.42;1360.97;1369.52;8164771914
2014-10-06;1380.73;1365.67;1365.71;8501177072
2014-10-07;1364.04;1337.63;1337.63;11861366442
2014-10-08;1336.43;1325.99;1331.83;10712782468
2014-10-09;1348.81;1316.15;1322.31;11992613698
2014-10-10;1316.93;1297.46;1302.34;12759660460
2014-10-13;1308.02;1289.33;1294.64;10367619208
2014-10-14;1308.93;1287.73;1307.86;12827351809
2014-10-15;1309.03;1269.91;1269.91;17308239971
2014-10-16;1285.33;1246.56;1271.01;19271195764
2014-10-17;1310.46;1267.78;1310.46;15200962300
2014-10-20;1310.83;1293.24;1306.44;12280976932
2014-10-21;1338.12;1301.51;1338.12;14670202815
2014-10-22;1348.15;1334.13;1344.34;13160500593
2014-10-23;1363.7;1336.11;1361.88;13636053889
2014-10-24;1367.34;1353.82;1358.57;13121780038
2014-10-27;1374.07;1348.79;1360.33;11079799283
2014-10-28;1381.29;1364.86;1380.83;12960912270
2014-10-29;1393.46;1383.49;1389.95;12362124343
2014-10-30;1398.02;1379.91;1397.18;11181880333
2014-10-31;1414.08;1404.19;1412.84;7036500510
2014-11-03;1414.93;1396.23;1399.05;10537108846
2014-11-04;1407.51;1397.34;1399.87;10005512888
2014-11-05;1414.09;1406.49;1414.09;10125107740
2014-11-06;1422.61;1406.31;1415.3;12605367990
2014-11-07;1422.11;1404.98;1410.88;9783722635
2014-11-10;1417.95;1406.71;1417.82;7790537704
2014-11-11;1425.06;1418.78;1424.93;8159568292
2014-11-12;1426.14;1408.86;1408.86;8730350215
2014-11-13;1423.13;1412.68;1422.76;9400732199
2014-11-14;1424.4;1411.58;1415.6;8238799926
2014-11-17;1421.82;1408.35;1419.92;7674321820
2014-11-18;1432.38;1419.31;1432.38;9987914742
2014-11-19;1432.58;1426.04;1428.01;7661310127
2014-11-20;1430.41;1418.61;1423.71;9328296885
2014-11-21;1447.53;1424.16;1447.53;12555430833
2014-11-24;1456.59;1445.15;1456.59;8936888574
2014-11-25;1467.97;1455.35;1467.36;10815581357
2014-11-26;1474.89;1455.5;1457.81;8356773551
2014-11-27;1467.31;1458.62;1465.96;6108925709
2014-11-28;1466.15;1453.77;1461.34;10447481462
2014-12-01;1456.9;1447.78;1450.03;10364089514
2014-12-02;1463.44;1447.97;1450.07;9494052428
2014-12-03;1466.02;1452.13;1464.84;9562337021
2014-12-04;1471.92;1447.18;1447.82;10621084908
2014-12-05;1474.7;1455.93;1474.7;9459237207
2014-12-08;1472.66;1466.19;1467.88;
2014-12-09;1466.47;1447.96;1452.24;
2014-12-10;1462.71;1450.49;1452.8;
2014-12-11;1459.45;1445.45;1454.45;
2014-12-12;1450.46;1425.86;1425.86;
2014-12-15;1438.39;1408.75;1408.75;
2014-12-16;1414.6;1386.61;1413.58;
2014-12-17;1409.12;1397.8;1405.35;
2014-12-18;1441.85;1419.99;1441.85;
2014-12-19;1456.51;1435.27;1452.36;
2014-12-22;1465.33;1453.66;1461.75;
2014-12-23;1472;1460.18;1470.49;
2014-12-29;1479.37;1470.66;1478.93;
2014-12-30;1476.33;1463.13;1464.55;
2015-01-02;1472.61;1460.67;1463.78;
2015-01-05;1467.69;1453.53;1454.81;
2015-01-07;1441.31;1421.34;1421.34;
2015-01-08;1458.17;1428.54;1456.72;
2015-01-09;1460.99;1439.15;1444.46;
2015-01-12;1460.11;1444.55;1453.64;
2015-01-13;1468.85;1449.84;1465.66;
2015-01-14;1459.68;1434.79;1434.79;
2015-01-15;1458;1421.84;1457.36;
2015-01-16;1470.47;1447.41;1468.9;
2015-01-19;1479.81;1466.78;1476.31;
2015-01-20;1498.27;1480.62;1491.59;
2015-01-21;1501.22;1483.26;1501.22;
2015-01-22;1526.46;1501.48;1523.8;
2015-01-23;1540.91;1530.36;1536.39;
2015-01-26;1554.7;1527.36;1554.7;
2015-01-27;1554.66;1525.44;1533.37;
2015-01-28;1562.54;1539.15;1562.54;
2015-01-29;1570.84;1550.11;1570.39;
2015-01-30;1582.1;1572.55;1573.62;
2015-02-02;1579.02;1567.63;1575.95;
2015-02-03;1594.63;1581.16;1593.42;
2015-02-04;1596.27;1574;1579.31;
2015-02-05;1588.32;1572.72;1586.13;
2015-02-06;1601.12;1580.99;1599.55;
2015-02-09;1593.18;1582.56;1591.4;
2015-02-10;1605.94;1583.04;1602.74;
2015-02-11;1604.97;1589.36;1593.03;
2015-02-12;1631.27;1594.3;1624.35;
2015-02-13;1643.85;1628.48;1642.04;
2015-02-16;1644.29;1637.17;1644.29;
2015-02-17;1639.08;1625.19;1630.99;
2015-02-18;1652.38;1634.67;1652.15;
2015-02-19;1662.24;1642.6;1662.24;
2015-02-20;1665.07;1652.85;1664.33;
2015-02-23;1679.49;1667.68;1679.48;
2015-02-24;1685.65;1666.93;1683.92;
2015-02-25;1685.67;1675.38;1678.73;
2015-02-26;1686.05;1678.2;1684.83;
2015-02-27;1695.37;1679.21;1691.03;
2015-03-02;1701.07;1675.98;1686.64;
2015-03-03;1694.29;1660.29;1661.87;
2015-03-04;1667.19;1643.62;1664.5;
2015-03-05;1678.54;1669.11;1669.56;
2015-03-06;1675.29;1661.65;1662.55;
2015-03-09;1666.05;1642.46;1660.36;
2015-03-10;1661.78;1640.25;1641.71;
2015-03-11;1667.91;1634.8;1663.31;
2015-03-12;1666.78;1653.24;1661.69;
2015-03-13;1669.74;1660.47;1665.13;
2015-03-16;1690.27;1671.06;1689.67;
2015-03-17;1691.64;1666.74;1675.88;
2015-03-18;1710.17;1674.25;1703.96;
2015-03-19;1719.44;1699.31;1707.5;
2015-03-20;1710.92;1696.48;1710.87;
2015-03-23;1708.57;1695.37;1698.38;
2015-03-24;1704.05;1691.96;1701.29;
2015-03-25;1705.56;1688.99;1694.39;
2015-03-26;1675.94;1654.04;1675.61;
2015-03-27;1681.62;1662.31;1662.56;
2015-03-30;1687.17;1669.52;1687.17;
2015-03-31;1689.22;1666.74;1667.73;
2015-04-01;1677.66;1654.99;1669.49;
2015-04-02;1675.57;1668.86;1675.52;
2015-04-07;1700.63;1687.96;1697.43;
2015-04-08;1701.58;1686.26;1686.77;
2015-04-09;1695.94;1687.16;1695.94;
2015-04-10;1699.98;1692.54;1699.96;
2015-04-13;1701.08;1688.61;1700.36;
2015-04-14;1709.01;1694.98;1701.39;
2015-04-15;1714.62;1699.48;1710.61;
2015-04-16;1710.83;1690.93;1690.93;
2015-04-17;1690.08;1655.72;1655.72;
2015-04-20;1678.39;1658.88;1678.28;
2015-04-21;1697.5;1679.36;1694.73;
2015-04-22;1713.48;1685.6;1706.25;
2015-04-23;1716.89;1681.26;1689.77;
2015-04-24;1700.23;1689.89;1698.51;
2015-04-27;1720.02;1697.81;1719.93;
2015-04-28;1715.9;1671.51;1679.52;
2015-04-29;1691.04;1632.68;1636.18;
2015-04-30;1642.97;1615.45;1628.04;
2015-05-04;1644.3;1630.29;1634.1;
2015-05-05;1640.68;1595.38;1595.48;
2015-05-06;1602.48;1573.9;1584.18;
2015-05-07;1594.42;1558.16;1587.65;
2015-05-08;1619.01;1580.13;1616.45;
2015-05-11;1625.17;1607.64;1617.03;
2015-05-12;1609.89;1589.66;1600.1;
2015-05-13;1622.03;1603.95;1622.01;
2015-05-15;1637.11;1615.02;1616.48;
2015-05-18;1626.79;1611.59;1622.57;
2015-05-19;1637.05;1620.76;1633.26;
2015-05-20;1637.7;1626.59;1637.48;
2015-05-21;1642.19;1627.8;1642.19;
2015-05-22;1653.71;1639.39;1648.46;
2015-05-25;1650.69;1639.1;1650.69;
2015-05-26;1656.98;1636.16;1638.49;
2015-05-27;1664.16;1637.79;1664.08;
2015-05-28;1668.48;1657.99;1667.06;
2015-05-29;1669.13;1644.99;1644.99;
2015-06-01;1656.85;1644.76;1649.59;
2015-06-02;1657.59;1629.94;1638.65;
2015-06-03;1650.28;1632.27;1641.69;
2015-06-04;1639.26;1618.84;1625.02;
2015-06-05;1616.95;1601.16;1606.45;
2015-06-08;1608.24;1589.57;1589.57;
2015-06-09;1594.46;1569.46;1587.84;
2015-06-10;1613.03;1578.85;1610.38;
2015-06-11;1618.66;1596.48;1604.89;
2015-06-12;1611.4;1588.43;1597.33;
2015-06-15;1586.38;1561.52;1566.99;
2015-06-16;1585.8;1548.68;1582.23;
2015-06-17;1584.27;1565.86;1567.46;
2015-06-18;1565.23;1538.47;1562.43;
2015-06-22;1606.62;1581.63;1606.62;
2015-06-23;1628.24;1611.54;1620.95;
2015-06-24;1627.57;1606.75;1611.5;
2015-06-25;1613.17;1594.9;1601.12;
2015-06-26;1614.3;1584.03;1608.26;
2015-06-29;1585.78;1545.58;1559.8;
2015-06-30;1561.34;1537.93;1541.66;
2015-07-01;1582.1;1546.42;1575.5;
2015-07-02;1577.77;1560.63;1562.1;
2015-07-03;1564.29;1544.55;1553.6;
2015-07-06;1539.46;1525.9;1526.94;
2015-07-07;1541.71;1516.09;1516.12;
2015-07-08;1528.61;1507.01;1520.88;
2015-07-09;1552.04;1524.48;1549.59;
2015-07-10;1590.54;1570.63;1590.54;
2015-07-13;1616.56;1601.14;1614.42;
2015-07-14;1616.56;1607.14;1616.25;
2015-07-15;1612.55;1600.4;1601.97;
2015-07-16;1639.18;1611.19;1636.12;
2015-07-17;1648.81;1630.02;1635.47;
2015-07-20;1655.82;1641.48;1653.44;
2015-07-21;1658.93;1634.87;1636.42;
2015-07-22;1633.35;1621.27;1621.27;
2015-07-23;1636.49;1617.4;1619.81;
2015-07-24;1626.72;1611.19;1612.8;
2015-07-27;1608.06;1581.07;1581.33;
2015-07-28;1594.86;1578.39;1588.22;
2015-07-29;1603.32;1583.08;1597.86;
2015-07-30;1609.38;1592.19;1603.5;
2015-07-31;1615.64;1600.45;1615.64;
2015-08-03;1621.73;1610.49;1618.28;
2015-08-04;1616.9;1606.54;1611.88;
2015-08-05;1630.01;1615.63;1627.42;
2015-08-06;1627.48;1619.42;1621.56;
2015-08-07;1622.94;1612.28;1612.28;
2015-08-10;1636.63;1608.27;1636.54;
2015-08-11;1638.12;1611.61;1614.72;
2015-08-12;1604.03;1573.12;1575.04;
2015-08-13;1599.61;1586.29;1594.15;
2015-08-14;1598.29;1583.34;1586.83;
2015-08-17;1603.68;1578.41;1592.81;
2015-08-18;1592.84;1580.39;1583.53;
2015-08-19;1576.86;1553.27;1553.51;
2015-08-20;1553.54;1532.96;1534.39;
2015-08-21;1530.71;1495.36;1495.36;
2015-08-24;1471.65;1405.01;1428.08;
2015-08-25;1487.26;1440.98;1483.35;
2015-08-26;1490.48;1444.63;1458.2;
2015-08-27;1505.88;1485.67;1502.86;
2015-08-28;1509.71;1490.46;1509.71;
2015-08-31;1504.55;1486.61;1501.07;
2015-09-01;1489.07;1460.67;1469.86;
2015-09-02;1486.13;1464.41;1471.51;
2015-09-03;1506.53;1479.13;1500.21;
2015-09-04;1486.05;1459.49;1461.46;
2015-09-07;1479.88;1466.2;1471.75;
2015-09-08;1499.47;1480.67;1488.88;
2015-09-09;1524.23;1505.99;1507.15;
2015-09-10;1505.66;1487.91;1494.35;
2015-09-11;1499.12;1484.18;1488.41;
2015-09-14;1491.82;1462.76;1467.73;
2015-09-15;1475.11;1450.57;1469.08;
2015-09-16;1490.56;1477.59;1483.66;
2015-09-17;1488.7;1480.37;1486.46;
2015-09-18;1478.69;1446.98;1453.11;
2015-09-21;1467.57;1443.73;1462.66;
2015-09-22;0;0;1425.39;
2015-09-23;1432.38;1416.92;1421.5;
2015-09-24;1424.2;1378.94;1381.87;
2015-09-25;1421.63;1401.05;1418.47;
2015-09-28;1416.08;1389.38;1389.38;
2015-09-29;1403.3;1369.29;1391.88;
2015-09-30;1423.83;1407.34;1416.89;
2015-10-01;1435.97;1399.34;1404.45;
2015-10-02;1429.38;1396.2;1412.86;
2015-10-05;1456.97;1429.65;1456.97;
2015-10-06;1464.58;1441.35;1457.15;
2015-10-07;1471.64;1452.01;1452.01;
2015-10-08;1464.99;1447.36;1464.49;
2015-10-09;1490.2;1473.99;1483.74;
2015-10-12;1504.6;1472.52;1481.43;
2015-10-13;1483.47;1452.78;1460.11;
2015-10-14;1455.06;1441.29;1442.75;
2015-10-15;1453.87;1441.76;1453.87;
2015-10-16;1469.71;1444.88;1452.36;
2015-10-19;1466.74;1452.21;1458;
2015-10-20;1471.82;1449.55;1466.67;
2015-10-21;1463.14;1443.16;1452.09;
2015-10-22;1485.66;1434.72;1484.47;
2015-10-23;1514.85;1486.1;1506.59;
2015-10-26;1515.23;1499.29;1506.16;
2015-10-27;1504.08;1485.72;1487.03;
2015-10-28;1503.22;1482.03;1499.64;
2015-10-29;1505.98;1484.17;1495.86;
2015-10-30;1508.45;1496.51;1499.23;
2015-11-02;1509.7;1480.29;1502.44;
2015-11-03;1508.68;1496.13;1507.45;
2015-11-04;1533.95;1512.89;1529.43;
2015-11-05;1535.05;1521.13;1523.25;
2015-11-06;1536.58;1516.54;1526.49;
2015-11-09;1537.25;1511.55;1511.55;
2015-11-10;1517.85;1488.19;1499.4;
2015-11-11;1518.3;1503.16;1511.46;
2015-11-12;1512.61;1487.96;1488.4;
2015-11-13;1485.56;1469;1476.21;
2015-11-16;1485.68;1458.52;1479.04;
2015-11-17;1514.33;1479.24;1513.93;
2015-11-18;1515.21;1504.38;1514.18;
2015-11-19;1530.91;1507.83;1512.77;
2015-11-20;1525.48;1505.94;1521.87;
2015-11-23;1521.87;1509.27;1515.8;
2015-11-24;1515.8;1486.74;1488.89;
2015-11-25;1508.38;1487.95;1506.52;
2015-11-26;1524.62;1502.3;1522.28;
2015-11-27;1527.62;1511.62;1522;
2015-11-30;1542.12;1515.33;1536.05;
2015-12-01;1546.53;1527.45;1530.52;
2015-12-02;1539.54;1521.64;1533.87;
2015-12-03;1544.94;1502.41;1502.41;
2015-12-04;1501.98;1475.79;1485.32;
2015-12-07;1504.61;1489.62;1494.52;
2015-12-08;1494.06;1450.44;1454.99;
2015-12-09;1460.85;1428.62;1440.94;
2015-12-10;1444.67;1427.59;1433.41;
2015-12-11;1433.38;1399.9;1401.14;
2015-12-14;1418.66;1388.78;1389.26;
2015-12-15;1427.11;1389.26;1426.47;
2015-12-16;1439.5;1418.87;1428.02;
2015-12-17;1461.49;1429.72;1438.32;
2015-12-18;1435.79;1415.12;1422.63;
2015-12-21;1443.8;1419.13;1419.13;
2015-12-22;1428.45;1410.24;1413.74;
2015-12-23;1446.69;1415.01;1446.69;
2015-12-28;1451.71;1432.55;1434.06;
2015-12-29;1452.95;1435.12;1452.95;
2015-12-30;1455.42;1442.17;1446.82;
2016-01-04;1441.34;1394.27;1394.39;
2016-01-05;1410.47;1384.05;1387.03;
2016-01-07;1379.66;1326.7;1357.12;
2016-01-08;1379.95;1348.76;1348.76;
2016-01-11;1362.03;1342.68;1348.64;
2016-01-12;1369.05;1345.67;1351.26;
2016-01-13;1377.87;1352.61;1360.98;
2016-01-14;1359.08;1326.71;1339.47;
2016-01-15;1348.51;1296.92;1305.24;
2016-01-18;1322.59;1300.54;1306.02;
2016-01-19;1341.73;1311.72;1332.17;
2016-01-20;1332.17;1289.4;1290.95;
2016-01-21;1319.81;1283.13;1312.6;
2016-01-22;1364.24;1320.14;1361.36;
2016-01-25;1367.81;1345.55;1354.41;
2016-01-26;1376.12;1332.4;1375.74;
2016-01-27;1377.47;1353.64;1365.59;
2016-01-28;1366.76;1328.28;1333.32;
2016-01-29;1359.92;1335.93;1356.32;
2016-02-01;1365.9;1335.14;1342.43;
2016-02-02;1340.38;1314.19;1320.29;
2016-02-03;1331.62;1295.5;1305.49;
2016-02-04;1334.83;1304.83;1333.72;
2016-02-05;1347.46;1322.68;1330.11;
2016-02-08;1339.6;1273.27;1273.95;
2016-02-09;1288.52;1253.63;1271.45;
2016-02-10;1306.17;1272.11;1297.82;
2016-02-11;1296.34;1247.06;1247.06;
2016-02-12;1286.67;1248.28;1286.67;
2016-02-15;1336.17;1290.62;1336.17;
2016-02-16;1349.87;1323.59;1328.14;
2016-02-17;1374.25;1329.73;1374.25;
2016-02-18;1381.53;1359.83;1362.98;
2016-02-19;1370.44;1349.5;1355.95;
2016-02-22;1385.74;1357.32;1385.74;
2016-02-23;1385.8;1366.51;1366.53;
2016-02-24;1368.89;1324.46;1327.85;
2016-02-25;1360.97;1328.24;1360.97;
2016-02-26;1378.77;1363.46;1370.8;
2016-02-29;1374.57;1345.17;1372.54;
2016-03-01;1392.02;1356.57;1391.45;
2016-03-02;1401.77;1373.34;1383.71;
2016-03-03;1394.48;1384.17;1389.45;
2016-03-04;1409.29;1389.95;1403.77;
2016-03-07;1403.4;1387.82;1397.04;
2016-03-08;1399.81;1385.51;1390.58;
2016-03-09;1402.78;1385.18;1398.47;
2016-03-10;1423.77;1385.06;1385.06;
2016-03-11;1419.19;1392.07;1418.39;
2016-03-14;1431.64;1415.12;1424.19;
2016-03-15;1424.19;1403.12;1403.95;
2016-03-16;1412.49;1386.88;1393.1;
2016-03-17;1404.08;1362.29;1390.86;
2016-03-18;1393.22;1371.66;1391.38;
2016-03-21;1391.77;1374.82;1377.56;
2016-03-22;1382.44;1354.39;1382.44;
2016-03-23;1382.63;1362.48;1368.21;
2016-03-24;1365.17;1345.34;1345.34;
2016-03-29;1358.13;1339.88;1348.7;
2016-03-30;1383.41;1348.7;1376.82;
2016-03-31;1375.54;1362.78;1365.7;
2016-04-01;1360.79;1343.27;1358.22;
2016-04-04;1370.43;1351.07;1361.86;
2016-04-05;1361.86;1327.44;1333.85;
2016-04-06;1349.02;1323.55;1349.02;
2016-04-07;1349.04;1330.51;1330.84;
2016-04-08;1365;1331.38;1364.94;
2016-04-11;1376.37;1353.57;1368.62;
2016-04-12;1368.64;1353.23;1366.6;
2016-04-13;1394.82;1368.65;1392.59;
2016-04-14;1396.47;1381.52;1384.11;
2016-04-15;1387.11;1379.03;1381.33;
2016-04-18;1386.45;1364.66;1381.89;
2016-04-19;1413.83;1383.34;1410.87;
2016-04-20;1419.8;1404.13;1419.67;
2016-04-21;1422.79;1402;1409.49;
2016-04-22;1408.93;1392.57;1396.37;
2016-04-25;1401.34;1384.99;1389.57;
2016-04-26;1399.95;1386.72;1389.8;
2016-04-27;1395.75;1382.12;1386.78;
2016-04-28;1391.26;1364.41;1389.61;
2016-04-29;1389.61;1357.9;1360.71;
2016-05-02;1365.07;1350.62;1352.91;
2016-05-03;1353.48;1326.35;1335.39;
2016-05-04;1336;1318.02;1319.17;
