Date;High price;Low price;Closing price;Turnover
2008-05-09;1019.67;999.23;1003.51;12714999055
2008-05-12;1008.48;999.99;1008.3;7861104446
2008-05-13;1016.12;999.79;1011.86;14812103894
2008-05-14;1016.47;999.33;1012.86;18579630979
2008-05-15;1018.75;1001.81;1018.13;20566146212
2008-05-16;1030.51;1018.13;1023.18;16235362127
2008-05-19;1036.86;1023.18;1036.86;15829152751
2008-05-20;1036.86;1010.86;1011.62;15503067375
2008-05-21;1015.44;1001.83;1004.36;18139795646
2008-05-22;1018.59;992.1;1017.2;16824377007
2008-05-23;1017.2;994.23;994.23;13055153871
2008-05-26;1000.41;993.91;997.56;4648786407
2008-05-27;1003.19;981.18;993;15453559731
2008-05-28;1007.51;986.25;1002.83;14986421718
2008-05-29;1005.46;992.31;1001.83;14479102534
2008-05-30;1010.06;1001.83;1004.9;15448407972
2008-06-02;1004.9;990.27;995.59;9014638457
2008-06-03;999.59;993.04;997.86;8204542059
2008-06-04;997.86;976.6;983.51;15351549836
2008-06-05;991.9;979.43;981.15;17179536382
2008-06-09;981.15;955.18;957.83;18076487623
2008-06-10;957.83;944.36;951.47;16326727677
2008-06-11;958.48;931.45;934.86;16500059023
2008-06-12;948.14;932.25;947.47;14036859732
2008-06-13;948.84;932.69;947.58;12727088230
2008-06-16;954.26;940.07;947.49;10979231584
2008-06-17;960.66;947.49;956.9;11241293962
2008-06-18;961.92;938.84;941.62;16390337704
2008-06-19;942.51;931.7;932.82;17727056602
2008-06-23;932.82;914.06;914.4;14448534562
2008-06-24;920.13;887.34;897.72;17885016740
2008-06-25;911.71;897.72;910.64;13880463064
2008-06-26;910.64;878.06;880.56;16324269595
2008-06-27;882.85;855.68;862.65;18169060217
2008-06-30;864.17;841.66;857.65;18598356858
2008-07-01;859.73;833.25;841.07;15494779779
2008-07-02;861.02;841.07;849.5;15982842864
2008-07-03;853.33;824.81;851.58;16451739757
2008-07-04;853.71;836.37;839.92;8032602190
2008-07-07;853.14;838.3;853.14;8632505774
2008-07-08;853.14;828.46;836.38;12523826195
2008-07-09;856.01;836.38;851.44;9884754829
2008-07-10;851.44;832.17;833.58;11891431924
2008-07-11;840.03;811.75;813.6;11349315434
2008-07-14;835.59;813.6;826.59;9956811612
2008-07-15;826.59;801.54;814.99;15701674340
2008-07-16;829.79;807.19;826.83;14304495384
2008-07-17;863.62;826.83;858.4;20384198248
2008-07-18;883.24;852.63;881.02;18116159335
2008-07-21;888.4;865.35;886.62;14937057142
2008-07-22;886.62;851.54;863.47;15690054166
2008-07-23;887.12;863.47;880.57;13760266892
2008-07-24;883.66;855.65;857.33;14996503421
2008-07-25;864.62;841;858.29;12232158360
2008-07-28;859.26;848.69;850.31;7271751270
2008-07-29;854.7;834.55;851.63;10755049618
2008-07-30;869.68;851.63;865.95;10501040968
2008-07-31;871.91;858.32;867.44;10827272754
2008-08-01;867.44;852.49;854.68;8193046824
2008-08-04;860.82;846.58;847.15;7744117937
2008-08-05;877.63;847.15;876.59;13167971503
2008-08-06;889.83;876.59;886.52;14662329083
2008-08-07;895.91;876.61;881.35;13113037109
2008-08-08;885.01;867.52;885.01;10923521122
2008-08-11;901.45;885.01;900.26;11893123887
2008-08-12;903.05;891.1;894;13614852622
2008-08-13;894.24;866.17;868.81;13012284776
2008-08-14;877.9;864.68;874.73;11151785407
2008-08-15;881.83;869.61;873.33;11113483269
2008-08-18;881.51;869.47;875.27;10832482939
2008-08-19;875.27;837.98;838;13520589561
2008-08-20;846.46;832.92;842.44;12944372605
2008-08-21;845.5;830.79;837.07;10827478591
2008-08-22;865.02;837.07;865.02;14326309506
2008-08-25;865.27;850.9;852.2;4644790213
2008-08-26;860.89;844.51;860.71;9924480109
2008-08-27;862.94;847.39;862.93;11359353803
2008-08-28;878.81;855.21;876.74;12380050355
2008-08-29;881.54;868.86;870.86;12858096742
2008-09-01;873.41;858.52;873.41;7676984158
2008-09-02;893.79;864.54;889.36;20660181806
2008-09-03;889.36;876.3;880.75;12535779759
2008-09-04;883.53;850.53;850.53;17084761822
2008-09-05;850.53;823.45;825.01;19300974775
2008-09-08;869.01;825.01;855.95;16746366710
2008-09-09;866.51;843.02;846.6;16488021169
2008-09-10;850.1;836.06;840.33;16015313764
2008-09-11;841.36;819.37;827.66;14834946600
2008-09-12;849.58;827.66;847.79;12348734276
2008-09-15;847.79;807.38;822.6;17283788091
2008-09-16;822.6;796.22;808.91;23956091262
2008-09-17;822.62;777.08;779.37;18281332870
2008-09-18;796.99;772.75;781.53;22825133571
2008-09-19;858.3;781.53;851.72;29882915261
2008-09-22;858.62;836.19;836.43;15245784967
2008-09-23;836.43;808.99;821.11;17417049216
2008-09-24;824.34;812.93;816.7;15811270789
2008-09-25;837.41;813.54;836.86;15155503339
2008-09-26;836.86;811.88;821.38;12975501858
2008-09-29;821.5;772.68;774.33;16561060072
2008-09-30;784.93;749.51;768.49;23498829215
2008-10-01;780.62;764.56;769.33;18244501911
2008-10-02;786.8;758.45;761.69;18544212612
2008-10-03;784.21;753.64;780.39;15978226370
2008-10-06;780.39;718.51;723.91;18049205266
2008-10-07;739.99;705.05;707.21;17629126625
2008-10-08;713.43;654.8;663.69;25889584842
2008-10-09;692.46;656.41;659.07;17513771984
2008-10-10;659.07;601.67;622.98;23656450357
2008-10-13;679.7;622.98;675.85;14190123544
2008-10-14;722.48;675.85;686.24;20029836301
2008-10-15;691.27;644.17;647.03;15334473301
2008-10-16;662.2;616.2;627.55;17532709030
2008-10-17;656.79;619.5;632.34;13738019305
2008-10-20;664.65;632.34;661.7;14894365601
2008-10-21;682.78;661.7;666.8;15190707633
2008-10-22;666.8;636.23;642.19;13670461683
2008-10-23;646.08;616.95;631.19;14980779963
2008-10-24;631.19;567.79;593.87;16274114585
2008-10-27;593.87;556.77;575.71;11913084261
2008-10-28;593.63;569.39;582.5;12277700841
2008-10-29;618.67;582.5;615.67;14346872467
2008-10-30;654.97;615.67;646.09;17033849385
2008-10-31;648.89;635.04;638.91;6098650237
2008-11-03;667.88;638.91;667.88;10301499299
2008-11-04;716.23;667.88;713.67;13809386567
2008-11-05;715.2;692.8;702.52;12845825740
2008-11-06;702.52;656.4;658.02;14753459240
2008-11-07;684.19;658.02;679.2;10808147351
2008-11-10;708.12;679.2;684.71;10331886030
2008-11-11;684.71;645.92;649.46;9763243599
2008-11-12;661.64;623.7;630.26;11903846938
2008-11-13;644.06;623.32;634.72;11734129190
2008-11-14;656.99;630.35;635.59;10319322765
2008-11-17;641.37;623.51;631.92;7274582868
2008-11-18;633.57;609.07;627.37;9214440325
2008-11-19;629.7;594.12;594.12;10402622293
2008-11-20;594.12;572.47;587.71;11868205758
2008-11-21;594.8;560.94;567.61;11354092997
2008-11-24;629.23;567.61;626.46;12560282227
2008-11-25;644.55;614.37;634.02;16994647336
2008-11-26;638.79;617.49;628.86;12584780723
2008-11-27;645.62;628.86;645.51;9463899772
2008-11-28;647.88;628.79;641.74;10773694914
2008-12-01;642.63;605.41;607.09;7705908692
2008-12-02;636.64;591.7;636.64;10566785574
2008-12-03;645.37;622.89;643.66;10187018515
2008-12-04;664.36;634.04;640.39;12465043827
2008-12-05;640.39;603.65;608.64;9894453424
2008-12-08;668.97;608.64;666.65;12129466223
2008-12-09;692.21;653.76;685.42;16792956848
2008-12-10;688.61;672.13;688.33;11932135932
2008-12-11;688.33;669.73;676.78;10857994390
2008-12-12;676.78;646.27;659.8;9787130933
2008-12-15;672.12;650.5;651.18;8607209094
2008-12-16;667;650.25;667;9396621624
2008-12-17;679.25;655.02;664.34;10754996134
2008-12-18;676.98;664.34;672.26;9827439631
2008-12-19;672.26;663.03;663.98;9560341228
2008-12-22;664.44;650.8;655.63;7183133416
2008-12-23;661.41;650.12;659.18;5709866048
2008-12-29;665.46;654.48;657.27;4222194774
2008-12-30;666.76;657.27;662.33;7005494751
2009-01-02;695.72;662.33;693.78;5777689099
2009-01-05;704.23;690.62;693.76;3953752184
2009-01-07;704.49;693.76;701.41;11265690973
2009-01-08;701.41;684.58;695.95;9881842253
2009-01-09;695.95;683.41;685.83;8932622712
2009-01-12;685.83;666.47;667.97;7779902706
2009-01-13;667.97;649.05;656.62;10375304914
2009-01-14;662.14;619.7;622.59;14021391198
2009-01-15;633.88;612.15;620.32;12622451033
2009-01-16;636.75;620.32;628.69;9189106062
2009-01-19;638.57;614.33;621.8;10631163371
2009-01-20;627.38;595.19;597.76;12887953891
2009-01-21;620.14;591.62;615.11;17656240860
2009-01-22;627.88;606.39;608.73;11682464379
2009-01-23;610.37;591.65;604.12;10538372868
2009-01-26;625.02;600.38;623.25;10720866441
2009-01-27;624.56;610.81;624.05;10963601838
2009-01-28;643.23;624.05;639.29;12528456562
2009-01-29;639.29;614.54;616.1;12800631637
2009-01-30;627.37;613.39;617.38;12093122860
2009-02-02;617.5;595.62;602.08;9151207243
2009-02-03;623.64;597.7;622.74;11868009950
2009-02-04;649.28;620.67;644.71;15290550302
2009-02-05;644;627.68;643.2;12500846349
2009-02-06;673.65;642.45;670.54;15127281717
2009-02-09;690.51;663.79;688.42;14496059081
2009-02-10;687.13;672.78;676.48;13676188962
2009-02-11;684.23;665.34;676.35;10908241435
2009-02-12;676.06;657.99;672.86;13271945892
2009-02-13;685.48;673.36;677.7;11986485086
2009-02-16;686.66;671.87;681.61;8070416442
2009-02-17;680.73;645.36;647.84;12467446421
2009-02-18;655.74;636.07;653.24;12997041001
2009-02-19;663.79;646.11;662.45;12070602310
2009-02-20;661.19;635.93;636.14;12305179971
2009-02-23;646.82;617.8;619.13;9733650559
2009-02-24;629.11;608.57;617.95;12400471399
2009-02-25;633.7;615.88;617.4;9904002533
2009-02-26;646.4;618.53;643.94;11189668298
2009-02-27;643.06;629.7;640.39;11925898439
2009-03-02;638.63;615.37;619.27;9562611390
2009-03-03;623.51;602.66;604.31;9820695195
2009-03-04;630.23;604.68;630.23;11973103843
2009-03-05;629.98;605.4;608.98;11548076082
2009-03-06;617.34;602.68;607.45;10714609786
2009-03-09;615.77;593.28;615.55;10223374035
2009-03-10;651.39;609.17;650.61;12668797516
2009-03-11;671.13;642.64;666.58;15165546474
2009-03-12;669.81;649.31;667.65;11746938398
2009-03-13;685.33;652.58;659.31;11849504481
2009-03-16;675.89;660.16;675.89;8808759146
2009-03-17;675.47;661.76;664.05;10274427915
2009-03-18;675.57;655.66;662.76;10537889132
2009-03-19;689.96;658.99;679.58;16611661535
2009-03-20;675.07;657.18;661.59;18219111547
2009-03-23;670.5;652.43;667.98;12821892352
2009-03-24;678.4;652.19;654.12;12983438040
2009-03-25;672.04;646.16;665.76;12014734349
2009-03-26;667.03;655.83;667.03;12365045816
2009-03-27;668.93;653.18;655.59;10176364730
2009-03-30;654;629.69;633.09;8990722615
2009-03-31;653.45;633.82;653.05;11269388414
2009-04-01;679.73;641.02;679.51;14114961512
2009-04-02;716.58;678.58;713.8;17050083980
2009-04-03;726.98;700.82;711.16;16465622135
2009-04-06;727.87;704.12;709.57;12951695629
2009-04-07;714.03;695.7;702.18;10558026707
2009-04-08;709.16;689.78;707.32;10587938342
2009-04-09;718.13;707.68;717.66;4510588080
2009-04-14;751.74;717.17;744.16;15379829399
2009-04-15;743.19;725.98;729.63;11563858228
2009-04-16;748.61;726.82;745.55;12753302424
2009-04-17;771.44;747.01;767.75;16188533196
2009-04-20;770.99;727.71;731.1;15464252154
2009-04-21;744.13;715.27;741.44;16336384415
2009-04-22;770.45;739.56;768.11;20167313480
2009-04-23;774.95;751.55;772.79;17310878919
2009-04-24;781.84;756.65;779.16;14077007255
2009-04-27;784.42;762.88;782.65;11902437196
2009-04-28;781.92;745.35;751.28;17081759469
2009-04-29;771.02;751.4;768.8;14012410708
2009-04-30;779.4;763.89;763.89;13151171618
2009-05-04;781.09;760.84;779.5;14490231088
2009-05-05;785.11;771;783.03;18315145808
2009-05-06;801.33;779.39;799.42;15401542854
2009-05-07;816.35;788.95;792.47;19077349213
2009-05-08;813.53;792.1;802.03;16025329336
2009-05-11;804.18;774.68;783.39;14137344427
2009-05-12;794.52;769.34;769.34;13784372528
2009-05-13;775.78;744.08;748.1;15366738350
2009-05-14;758.46;734.12;757.66;12187779245
2009-05-15;766.42;749.88;764.77;10769025818
2009-05-18;780.72;751.05;779.89;10682772056
2009-05-19;799.08;780.13;789.19;13236706864
2009-05-20;789.48;778.71;783.72;6060931536
2009-05-22;781.89;758.82;769.4;8690853342
2009-05-25;774.33;758.19;770.24;4214511402
2009-05-26;775.74;752.81;773.7;11233667622
2009-05-27;782.1;769.17;773.68;10870020341
2009-05-28;773.45;762.61;771.82;9478558830
2009-05-29;783.71;771.54;776.5;11768488549
2009-06-01;802.92;777.34;801.57;9571042820
2009-06-02;801.08;788.06;795.25;10605790912
2009-06-03;797.27;765.12;770.61;12810821369
2009-06-04;777.78;761.03;768.57;11073578364
2009-06-05;782.59;769.54;770.48;8889444772
2009-06-08;771.77;755.53;770.32;8324900459
2009-06-09;774.18;760.43;769.67;9341570735
2009-06-10;793.22;769.55;787.11;12125409497
2009-06-11;808.43;786.06;805.85;13000210459
2009-06-12;810.03;797.58;799.65;9815105900
2009-06-15;799.89;782.92;784.49;9033380853
2009-06-16;795.96;779.02;789.22;9664752486
2009-06-17;788.73;768.2;773.99;16797320220
2009-06-18;780.4;767.83;778.09;9892160514
2009-06-22;780.41;752.3;754.52;10393071501
2009-06-23;761.82;749.07;753.94;9763025514
2009-06-24;783.48;754.54;783.48;9174126195
2009-06-25;784.64;769.52;779.12;8328337298
2009-06-26;792.07;779.36;786.82;8408383256
2009-06-29;806.44;784.96;804.33;6917291196
2009-06-30;805.64;793.05;795.8;9587658930
2009-07-01;814.73;795.8;813.7;8933876602
2009-07-02;812.98;791.03;792.45;9048419864
2009-07-03;796.91;788.15;790.45;4468285095
2009-07-06;790.45;774.82;783.34;5736855610
2009-07-07;793.4;782.15;784.56;6242059713
2009-07-08;786.07;777;777.48;7474116028
2009-07-09;787.84;774.74;777.98;6223673826
2009-07-10;779.28;770.24;774.12;5884090073
2009-07-13;789.76;766.71;785.99;6880543450
2009-07-14;795.86;786.59;794.3;7632849604
2009-07-15;820.93;794.35;820.93;10298990976
2009-07-16;827.77;819.88;823.33;10436691448
2009-07-17;844.13;824.06;842.15;10512031848
2009-07-20;852.31;838.26;843.48;10470218085
2009-07-21;854.26;842.86;852.26;11452440465
2009-07-22;853.38;841.71;852.9;9893450224
2009-07-23;874.48;848.57;871.89;11919456463
2009-07-24;874.42;859.88;870.98;13902399860
2009-07-27;877.4;849.93;854.62;9431005384
2009-07-28;862.88;849.18;852.51;7870405740
2009-07-29;859.51;851.4;858.05;8306168022
2009-07-30;880.29;857.46;879.2;11110008584
2009-07-31;884.12;871.08;882.05;9307574467
2009-08-03;896.81;877.5;895.14;9011499093
2009-08-04;894.54;876.86;879.45;8396075098
2009-08-05;888.57;871.88;874.46;9347940877
2009-08-06;884.51;869.27;873.88;8995405079
2009-08-07;893.96;864.08;892.19;9787662992
2009-08-10;892.19;880.5;883.14;6965801910
2009-08-11;890.8;861.74;864.03;12189120635
2009-08-12;877.41;859.27;876.71;9163108178
2009-08-13;898.16;876.95;888.87;11256029612
2009-08-14;894.29;871.08;876.74;8255027911
2009-08-17;876.74;853.26;858.15;9711446993
2009-08-18;876.58;858.63;873.1;10533303312
2009-08-19;872.74;857.37;869.23;10283188702
2009-08-20;889.07;869.72;886.46;12233432849
2009-08-21;917.18;884.08;913.84;14702127785
2009-08-24;925.03;912.4;921.63;12028086135
2009-08-25;921.03;908.97;916.06;12258858286
2009-08-26;921.41;901.6;902.79;12543133884
2009-08-27;909.18;894.9;901.95;11226170629
2009-08-28;923.28;902.31;919.91;14184157863
2009-08-31;919.67;901.72;904.84;8484369591
2009-09-01;911.18;884.76;888.5;12625184526
2009-09-02;889.3;867.88;873.35;14562467636
2009-09-03;888.19;871.84;879.28;11962030372
2009-09-04;893.48;879.16;891.39;11079825969
2009-09-07;903.75;892.35;903.62;7160184000
2009-09-08;908.86;900.67;905.68;11222658553
2009-09-09;921.75;901;921.48;13418783191
2009-09-10;926.68;909.54;916.53;13220496857
2009-09-11;921.15;913.4;918.19;9482822788
2009-09-14;917.22;901.16;914.31;9212956887
2009-09-15;919.99;909.27;913.07;11301069775
2009-09-16;925.27;913.55;918.44;11327162846
2009-09-17;929.59;918.95;923.82;12913402152
2009-09-18;923.47;909.23;920.23;11120390443
2009-09-21;920.26;910.5;913.05;9041927697
2009-09-22;923.73;912.93;922.24;10288534140
2009-09-23;928.94;920.15;922.99;10868973246
2009-09-24;922.75;900.07;901.87;13944797486
2009-09-25;907.64;895.76;899.87;9615570218
2009-09-28;917.23;889.37;913.55;10875386898
2009-09-29;917.64;902.22;902.82;10330152944
2009-09-30;912.33;892.54;896.76;12766673254
2009-10-01;902.51;877.01;878.33;11929216645
2009-10-02;877.61;859.88;867.84;12921856705
2009-10-05;881.83;865.69;876.43;8299740335
2009-10-06;894.68;876.66;891.88;11538602080
2009-10-07;895.57;882.78;885.43;10190303443
2009-10-08;897.16;886.03;895.35;10039442966
2009-10-09;903.97;892.93;899.7;9448088498
2009-10-12;915.04;899.64;910.79;8788435419
2009-10-13;912.93;900.59;903.03;9542986439
2009-10-14;929.54;903.2;928.59;16577199853
2009-10-15;935.98;926.13;927.05;13128934140
2009-10-16;938.63;927.12;927.76;12304649459
2009-10-19;945.51;927.4;941.67;9980070118
2009-10-20;950.89;938.18;942.67;13994445064
2009-10-21;946.09;926.31;940.22;13002843140
2009-10-22;933.62;920.33;927.47;15799656240
2009-10-23;942.87;930.23;932.29;13847226380
2009-10-26;940.12;915.79;918.24;12762036174
2009-10-27;934.4;918.22;929.54;13716986993
2009-10-28;936.41;916.15;924.27;18468494529
2009-10-29;939.87;915.65;939.82;16453414247
2009-10-30;949.49;938.99;944.67;10465639402
2009-11-02;942.34;923.58;932.06;13146136887
2009-11-03;931.17;916.79;919.27;13100247162
2009-11-04;938.39;919.33;937.42;11626147892
2009-11-05;950.26;926.82;944.22;14010028528
2009-11-06;950.18;934.24;941.48;11083324366
2009-11-09;961.11;941.54;960.46;8710967160
2009-11-10;961.72;953.57;957.98;10277613221
2009-11-11;968.14;958.46;964.55;9211628581
2009-11-12;976.86;963.32;970.36;11049406955
2009-11-13;971.53;962.36;967.44;8594533816
2009-11-16;975.52;967.34;975.01;11062209564
2009-11-17;974.65;963.76;964.52;9194595208
2009-11-18;972.35;964.7;965.88;9563121010
2009-11-19;965.92;949.21;951.44;9331417894
2009-11-20;959.25;947.39;951.57;8513305307
2009-11-23;976.6;951.69;975.47;11896187669
2009-11-24;976.16;965.54;965.54;10793470707
2009-11-25;974.48;963.18;971.42;10246674657
2009-11-26;970.64;939.01;939.68;9653573288
2009-11-27;953.57;926.63;952.53;10571377805
2009-11-30;957.98;936.19;936.19;11191507720
2009-12-01;954.97;937.39;953.88;11701655111
2009-12-02;957.89;945.69;957.1;11282030299
2009-12-03;965.82;954.64;954.64;11936510281
2009-12-04;973.58;949.14;966.97;13263867269
2009-12-07;971.85;959.84;966.14;10490579966
2009-12-08;973.27;948.55;953.48;13382224564
2009-12-09;956.05;941.22;944.95;10891439787
2009-12-10;952.53;943.74;947.33;9241942377
2009-12-11;956.85;947.81;949.84;10019330474
2009-12-14;960.58;950.49;956.25;8096210413
2009-12-15;957.82;942.62;949.07;9120602925
2009-12-16;960.18;949.37;959.6;9226890163
2009-12-17;959.18;946.48;946.58;9840426307
2009-12-18;950.19;935.81;936.03;10404924612
2009-12-21;949.76;935.91;948.38;8538099964
2009-12-22;963.22;948.56;961.88;9209231864
2009-12-23;967.01;960.28;961.54;5218561417
2009-12-28;969.42;961.37;965.05;4007306146
2009-12-29;969.17;963.89;965.8;5514259948
2009-12-30;968.24;951.54;951.72;7285966895
2010-01-04;964.73;951.72;963.56;7954441352
2010-01-05;968.68;961.46;967.27;6010807002
2010-01-07;970.26;962.27;965.82;12890750227
2010-01-08;974.9;965.7;973.44;10286589677
2010-01-11;985.69;973.15;978.18;10862477172
2010-01-12;981.08;967.49;969.55;11522148122
2010-01-13;974.96;964.35;974.96;12331823943
2010-01-14;984.65;975.61;981.5;14762507220
2010-01-15;986;968.5;970.65;11146871970
2010-01-18;975.83;968.76;974.05;9478749105
2010-01-19;977.83;960.65;976;13198336581
2010-01-20;976.79;957.16;957.53;12364205795
2010-01-21;968.06;951.49;954.02;14151962427
2010-01-22;957.57;943.61;951.06;13631268022
2010-01-25;956.18;940.21;947.56;12446109232
2010-01-26;945.84;935.66;942.94;12618737603
2010-01-27;954.02;934.66;946.7;13141168199
2010-01-28;965.09;935.46;937.22;24750600648
2010-01-29;957.1;937.93;953.71;15452829593
2010-02-01;967.77;947.45;967.77;13318429004
2010-02-02;972.75;963.73;971.8;14310517308
2010-02-03;974.95;966.08;970;16728850594
2010-02-04;975.25;948.21;948.62;14911949610
2010-02-05;951.48;934.38;935.89;19935422615
2010-02-08;940.43;920.29;938.42;12576144854
2010-02-09;951.89;934.84;944.8;12601427393
2010-02-10;950.59;931.39;937.05;13237946194
2010-02-11;949.9;935.27;943.66;11971371666
2010-02-12;951.96;924.93;931.35;13415166728
2010-02-15;935.4;919.39;923.37;7996646536
2010-02-16;934.31;922.75;934.31;10128983609
2010-02-17;945.27;938.56;943.69;10347022981
2010-02-18;947.25;940.87;946.97;11957096195
2010-02-19;957.45;938.66;957.27;10463287384
2010-02-22;959.11;951.48;954.1;9049997684
2010-02-23;958.6;941.26;942.05;9806643389
2010-02-24;946.03;936.25;944.31;9575021625
2010-02-25;950.72;935.88;940.51;10187562897
2010-02-26;948.92;939.29;947.39;9566436922
2010-03-01;967.47;953.54;966.38;9621990345
2010-03-02;972.99;961.57;971.67;8729556627
2010-03-03;981.57;970.15;981.19;10029770994
2010-03-04;986.42;974.99;984.33;10238658429
2010-03-05;999.65;983.41;998.07;10341766795
2010-03-08;1005.74;998.52;1003.39;8852941264
2010-03-09;1005.97;994.93;1000.5;9858899254
2010-03-10;1013.28;996.43;1013.04;10583572047
2010-03-11;1013.2;1005.48;1008.93;9607950212
2010-03-12;1022.48;1009.1;1018.15;12219521594
2010-03-15;1019.35;1012.64;1013.51;8862158138
2010-03-16;1021.75;1011.83;1020.05;9827936762
2010-03-17;1028.53;1023.03;1025.58;12233077733
2010-03-18;1023.98;1016.49;1018.19;10470086567
2010-03-19;1027.73;1017.14;1020.26;15718521747
2010-03-22;1027.37;1011.83;1021.42;13178822663
2010-03-23;1030.17;1021.9;1030.13;10026804822
2010-03-24;1033.13;1017.52;1027.08;10405380989
2010-03-25;1036.3;1024.92;1033.34;10611783617
2010-03-26;1029.73;1022.38;1027.42;9915332418
2010-03-29;1034.15;1024.3;1026.7;8685244664
2010-03-30;1031.52;1022.05;1022.79;9111371425
2010-03-31;1024.68;1016.26;1021.08;13603050823
2010-04-01;1037.04;1025.69;1036.93;6610441018
2010-04-06;1046.25;1036.95;1046;12602424336
2010-04-07;1046.58;1040.93;1042.78;10425670814
2010-04-08;1040.2;1028.47;1036.73;13033719460
2010-04-09;1044.68;1040.83;1044.58;10196037487
2010-04-12;1049.54;1044.96;1048.27;8932675954
2010-04-13;1048.1;1037.56;1046.5;12218776186
2010-04-14;1052.28;1043.33;1051.76;11694318575
2010-04-15;1053.61;1044;1053.25;12536202503
2010-04-16;1063.61;1046.37;1050.24;18421414038
2010-04-19;1049.13;1036.44;1043.04;12819674784
2010-04-20;1057.72;1047.47;1055.34;11940759461
2010-04-21;1058.18;1042.23;1042.48;15189182592
2010-04-22;1049.64;1028.81;1038.34;18132729311
2010-04-23;1068.29;1039.25;1066.82;25003631108
2010-04-26;1077.47;1067.82;1067.9;16151586506
2010-04-27;1070.74;1042.82;1042.82;18552932727
2010-04-28;1059.9;1032.79;1042.87;23278218731
2010-04-29;1061.77;1042.06;1061.77;17946222801
2010-04-30;1061.84;1049.82;1053.88;9507997252
2010-05-03;1059.58;1044.61;1059.44;9022219608
2010-05-04;1062.88;1027.5;1027.5;17821292632
2010-05-05;1030.77;1000.41;1000.7;20153878479
2010-05-06;1010.45;973.2;977.25;22637432423
2010-05-07;973.61;929.02;944.57;30659527749
2010-05-10;1005.34;974.44;1005.34;21773644645
2010-05-11;999.23;983.58;993.04;14821649003
2010-05-12;1011.11;984.29;1010.25;8665882719
2010-05-14;1013.57;983.74;984.91;14508886376
2010-05-17;1000.9;974.17;991.58;14062883392
2010-05-18;1003.88;994.5;1000.41;11205275746
2010-05-19;991.29;967.16;969.06;15883322981
2010-05-20;981.6;933.16;947.93;17525625710
2010-05-21;958.48;934.02;953.77;17327619921
2010-05-24;963.88;939.69;953.54;10744801521
2010-05-25;938.9;923.13;931.48;17402698886
2010-05-26;961.35;942.82;957.05;17925099337
2010-05-27;979.06;959.18;978.55;12032122349
2010-05-28;988.92;975.39;979.12;10210981042
2010-05-31;985.32;977.82;980.63;4437607716
2010-06-01;985.63;961.16;981.25;9081153389
2010-06-02;991.22;970.06;989.77;9877643176
2010-06-03;1013.02;1000.93;1005.93;10773693024
2010-06-04;1014.94;985.88;988.46;11989292657
2010-06-07;990.29;970.44;977.63;10195565851
2010-06-08;984.26;963.55;972;10883360527
2010-06-09;996.99;972.22;996.84;10282516957
2010-06-10;1018.58;989.06;1017.74;12408452712
2010-06-11;1022.4;1006.26;1016.29;11918095519
2010-06-14;1033.01;1022.93;1032.6;8676702220
2010-06-15;1045.81;1026.14;1045.29;10552403289
2010-06-16;1051.33;1032.62;1045.73;11440772596
2010-06-17;1053.1;1038.61;1046.51;11200806315
2010-06-18;1056.65;1047.47;1054.58;11952434604
2010-06-21;1069.72;1055.59;1060.51;10821468080
2010-06-22;1065.93;1049.4;1059.38;10114972726
2010-06-23;1064.51;1044.68;1047.67;9536627887
2010-06-24;1053.49;1019.87;1021.43;10636658851
2010-06-28;1028.41;1012.28;1025.89;10942922008
2010-06-29;1016.74;989.8;993.92;11096388189
2010-06-30;1009.33;991.11;1005.93;15837223773
2010-07-01;1005.48;975.49;981.54;12154499232
2010-07-02;995.59;980.98;983.3;9122673128
2010-07-05;991.4;979.11;980.94;5406428094
2010-07-06;1011.92;984.9;1009.41;9149314525
2010-07-07;1022.65;992.24;1020.43;8142682835
2010-07-08;1029.28;1007.07;1013.16;9699248077
2010-07-09;1029.35;1016.26;1028.12;7106056487
2010-07-12;1034.31;1020.28;1030.18;5560224055
2010-07-13;1061.1;1028.98;1061.1;10616565090
2010-07-14;1067.5;1055.16;1063.74;8175823106
2010-07-15;1067.55;1048.87;1055.52;11399270076
2010-07-16;1062.31;1032.97;1034.69;12256661213
2010-07-19;1044.92;1024.66;1032.73;9678502259
2010-07-20;1040.23;1016.54;1027.36;11213857039
2010-07-21;1053.45;1034.51;1040.84;11690241681
2010-07-22;1067.08;1035.95;1065.37;12032591931
2010-07-23;1067.29;1050.11;1057.77;11683186604
2010-07-26;1066.85;1050.85;1059.44;7884948154
2010-07-27;1068.7;1056.6;1059.29;11773481306
2010-07-28;1066.99;1048.85;1050.84;10589893920
2010-07-29;1060.17;1047.38;1049.02;10336070562
2010-07-30;1055.28;1037.72;1047.26;9500525617
2010-08-02;1076.02;1051.59;1074.61;9866237226
2010-08-03;1074.69;1067.73;1073.17;7171025811
2010-08-04;1075.45;1063.61;1071.28;7910821747
2010-08-05;1083.9;1069.14;1074.4;8063360606
2010-08-06;1082.51;1062.22;1065.22;9240885582
2010-08-09;1077.78;1066.87;1073.53;5963272877
2010-08-10;1071.66;1059.78;1063.32;7062487225
2010-08-11;1060.34;1034.64;1036.28;9399006976
2010-08-12;1042.84;1022.48;1031.23;10812829320
2010-08-13;1040.68;1021.94;1036.45;8944772907
2010-08-16;1046.69;1033.25;1046.09;9255006428
2010-08-17;1057.46;1045.7;1057.14;8264701357
